,City,Lat,Lng,Max_Temp,Humidity,Cloudness,WindSpeed,Country,Date
289,tukrah,32.5341,20.5791,81.48,53,0,13.53,LY,1657879087
290,broken hill,-31.95,141.4333,48.81,43,51,8.5,AU,1657879088
291,atambua,-9.1061,124.8925,71.8,72,59,3.33,ID,1657879088
292,kudahuvadhoo,2.6708,72.8944,83.61,74,93,7.87,MV,1657879088
293,belyy yar,53.6039,91.3903,73.29,33,0,6.71,RU,1657879088
294,qaanaaq,77.484,-69.3632,48.49,66,100,8.84,GL,1657878944
295,lloydminster,53.2835,-110.0016,55.62,94,0,2.3,CA,1657879088
296,aranos,-24.1333,19.1167,71.08,17,0,13.47,NA,1657879088
297,paamiut,61.994,-49.6678,40.46,91,100,3.8,GL,1657879088
298,baruun-urt,46.6806,113.2792,78.51,39,94,15.17,MN,1657879089
299,qaqortoq,60.7167,-46.0333,47.73,65,74,3.69,GL,1657879089
300,sao filipe,14.8961,-24.4956,74.26,76,54,7.29,CV,1657879089
301,storslett,69.7678,21.0247,59.0,82,75,4.61,NO,1657879089
302,bintulu,3.1667,113.0333,91.81,55,20,4.61,MY,1657879026
303,ugoofaaru,5.6667,73.0,83.53,75,96,13.65,MV,1657879089
304,beloha,-25.1667,45.05,80.19,27,0,7.83,MG,1657879089
305,thunder bay,48.4001,-89.3168,55.31,88,100,2.3,CA,1657879089
306,wencheng,33.0559,113.7978,93.81,61,96,6.2,CN,1657879089
307,marzuq,14.4,46.4667,94.73,23,50,2.48,YE,1657879090
308,abong mbang,3.9833,13.1833,79.68,62,80,4.97,CM,1657879090
309,menongue,-14.6585,17.691,73.51,20,0,9.35,AO,1657879090
310,daru,-9.0763,143.2092,74.68,78,100,17.65,PG,1657879090
311,husavik,66.0449,-17.3389,51.84,64,72,4.03,IS,1657879073
312,kurchum,48.5722,83.6542,80.87,26,18,7.49,KZ,1657878844
313,san vicente,-26.6167,-54.1333,65.44,51,67,7.83,AR,1657879090
314,davidson,36.1501,-86.7833,71.69,90,0,0.0,US,1657879091
315,marsa matruh,31.3525,27.2453,82.6,54,20,17.27,EG,1657879091
316,kirkland lake,48.1446,-80.0377,48.49,100,1,4.0,CA,1657879091
317,posse,-14.0931,-46.3694,60.01,75,79,5.99,BR,1657879091
318,port-cartier,50.0334,-66.8654,53.74,79,48,2.82,CA,1657879091
319,ayorou,14.7308,0.9174,95.13,37,31,12.5,NE,1657879091
320,bilma,18.6853,12.9164,99.16,26,8,8.16,NE,1657879091
321,lasa,46.6166,10.7002,79.7,35,3,2.39,IT,1657879091
322,rock sound,24.9,-76.2,82.29,73,78,18.86,BS,1657879091
323,norman,35.2226,-97.4395,81.97,70,0,10.36,US,1657879092
324,yulara,-25.2406,130.9889,53.62,24,0,1.45,AU,1657879092
325,kisangani,0.5167,25.2,90.84,44,90,1.63,CD,1657879092
326,kavaratti,10.5669,72.642,82.26,82,99,17.34,IN,1657879092
327,qaracala,39.8132,48.9523,99.48,23,0,20.49,AZ,1657879092
328,bolgatanga,10.7856,-0.8514,86.83,56,70,10.18,GH,1657879092
329,garden city,42.3256,-83.331,61.05,93,7,2.64,US,1657879093
330,nioro,13.35,-15.75,84.58,68,98,3.65,GM,1657879093
331,obo,5.3998,26.4869,73.33,87,98,3.27,CF,1657879093
332,dagda,56.0951,27.5372,62.94,65,77,10.71,LV,1657879093
333,solnechnyy,50.7214,136.6319,71.06,83,60,6.11,RU,1657879093
334,flinders,-34.5833,150.8552,51.39,75,1,4.0,AU,1657879093
335,great yarmouth,52.6083,1.7305,74.07,52,46,4.18,GB,1657879093
336,huamachuco,-7.8,-78.0667,43.75,72,9,0.6,PE,1657879094
337,trelleborg,55.3751,13.1569,66.97,61,77,20.0,SE,1657878802
338,zhezkazgan,47.8043,67.7144,94.98,15,0,8.95,KZ,1657879094
339,mount isa,-20.7333,139.5,55.17,30,0,6.91,AU,1657879094
340,lubaczow,50.157,23.1234,69.51,40,25,12.93,PL,1657879094
341,temirtau,50.0544,72.9483,89.85,22,22,11.72,KZ,1657879094
342,aklavik,68.2191,-135.0107,33.84,94,49,1.52,CA,1657879094
343,arman,59.7,150.1667,70.02,82,47,3.13,RU,1657879094
344,khani,41.9563,42.9566,71.17,33,0,4.94,GE,1657879094
345,bogorodskoye,56.55,37.8833,72.18,46,45,11.65,RU,1657879095
346,wawa,9.9022,4.4192,83.79,63,82,8.59,NG,1657879095
347,bosaso,11.2842,49.1816,96.78,44,75,10.36,SO,1657879035
348,progreso,21.2833,-89.6667,78.12,86,100,8.5,MX,1657879095
349,illela,13.7292,5.2975,90.36,49,94,15.97,NG,1657879095
350,kungurtug,50.5994,97.5228,54.66,61,94,3.4,RU,1657879095
351,sadat,25.6833,83.2833,104.43,28,94,17.05,IN,1657879067
352,fenoarivo,-18.933,47.4354,68.07,45,20,10.36,MG,1657879095
353,hailar,49.2,119.7,72.73,78,62,8.55,CN,1657879095
354,tazovskiy,67.4667,78.7,62.35,46,92,8.75,RU,1657879096
355,xai-xai,-25.0519,33.6442,71.83,66,25,14.7,MZ,1657879096
356,voh,-20.9667,164.7,68.14,67,58,10.0,NC,1657879096
357,joshimath,30.5667,79.5667,78.93,67,71,6.53,IN,1657879096
358,yashkul,46.1711,45.3435,86.85,25,0,4.54,RU,1657879096
359,linguere,15.3953,-15.1193,82.62,74,0,4.61,SN,1657879096
360,sinnamary,5.3833,-52.95,75.97,90,100,6.55,GF,1657879096
361,devrek,41.2192,31.9558,82.74,39,0,7.45,TR,1657879097
362,imeni poliny osipenko,52.4201,136.4853,72.82,80,38,11.63,RU,1657879097
363,bumiayu,-8.0151,112.6347,75.0,91,89,1.28,ID,1657879097
364,chara,56.9064,118.2631,73.98,57,100,6.15,RU,1657879097
365,tall kayf,37.0833,41.0667,105.19,10,0,4.61,TR,1657879097
366,axim,4.8699,-2.2405,78.12,81,94,10.96,GH,1657879097
367,natchez,31.5604,-91.4032,72.25,97,1,2.73,US,1657879097
368,manoel urbano,-8.8389,-69.2597,70.61,94,49,2.71,BR,1657879097
369,wagar,16.1525,36.2032,91.58,41,43,15.23,SD,1657879097
370,nhamunda,-2.1861,-56.7131,71.85,98,24,2.15,BR,1657879098
371,ruwi,23.5996,58.5507,93.74,57,91,11.59,OM,1657879098
372,insar,53.8653,44.3738,73.09,60,75,18.23,RU,1657879098
373,kargasok,59.0556,80.8572,69.44,50,74,4.54,RU,1657879098
374,lincoln,40.8,-96.667,81.12,58,0,11.5,US,1657878810
375,bengkulu,-3.8004,102.2655,81.03,80,87,3.38,ID,1657879098
376,ventspils,57.3894,21.5606,64.33,77,20,9.22,LV,1657878854
377,marawi,7.9986,124.2928,71.92,96,100,1.43,PH,1657879098
378,guerrero negro,27.9769,-114.0611,65.35,90,37,10.11,MX,1657879098
379,santarem,-2.4431,-54.7083,71.73,100,40,0.0,BR,1657879098
380,matara,5.9485,80.5353,84.27,70,91,14.58,LK,1657879099
381,verkhnyaya inta,65.9811,60.3094,87.69,33,17,9.46,RU,1657879099
382,mahibadhoo,3.7833,72.9667,83.66,73,100,10.13,MV,1657879099
383,batticaloa,7.7102,81.6924,92.05,49,72,6.6,LK,1657879099
384,flin flon,54.7682,-101.865,59.2,64,41,5.59,CA,1657879099
385,kuchinarai,16.541,104.05,86.86,74,100,3.91,TH,1657879099
386,krasnoarmeysk,51.0239,45.6969,74.89,49,12,16.04,RU,1657879100
387,icatu,-2.7758,-44.0658,82.83,88,5,5.1,BR,1657879100
388,grindavik,63.8424,-22.4338,51.75,81,100,14.97,IS,1657879100
389,bundaberg,-24.85,152.35,58.21,85,37,1.01,AU,1657879100
390,massakory,12.996,15.7293,79.29,75,100,10.96,TD,1657879100
391,bandar,2.05,99.75,81.45,92,98,2.42,ID,1657879100
392,sogne,58.0833,7.8167,66.16,52,6,1.99,NO,1657879100
393,barsovo,61.1667,73.1667,69.93,53,39,3.4,RU,1657879100
394,beringovskiy,63.05,179.3167,45.5,85,11,9.73,RU,1657879100
395,komsomolskiy,40.4272,71.7189,97.52,15,0,4.61,UZ,1657879101
396,naze,28.3667,129.4833,83.32,85,99,10.25,JP,1657879101
397,yershov,51.3513,48.2766,75.99,47,14,16.96,RU,1657879101
398,road town,18.4167,-64.6167,81.46,79,7,23.55,VG,1657879101
399,kamariotissa,40.4833,25.4667,77.38,61,0,3.98,GR,1657879101
400,zastron,-30.3023,27.084,57.04,23,0,4.52,ZA,1657879101
401,mbaiki,3.8678,17.9892,84.4,64,42,1.1,CF,1657879101
402,sao joao da barra,-21.6403,-41.0511,69.89,89,42,10.96,BR,1657879101
403,drayton valley,53.2168,-114.9854,57.18,93,80,2.66,CA,1657879101
404,whithorn,18.2604,-78.0378,74.46,89,100,2.55,JM,1657879102
405,skibbereen,51.55,-9.2667,64.11,66,70,1.88,IE,1657879102
406,pafos,34.7667,32.4167,91.24,69,20,19.57,CY,1657879102
407,fairbanks,64.8378,-147.7164,58.3,72,92,1.01,US,1657879102
408,laizhou,37.1717,119.9214,82.53,62,94,5.97,CN,1657879102
409,sayyan,15.1718,44.3244,78.69,24,32,9.28,YE,1657879102
410,shingu,33.7333,135.9833,77.31,87,61,5.68,JP,1657879102
411,touros,-5.1989,-35.4608,74.08,84,20,13.73,BR,1657879102
412,jishou,28.3167,109.7167,91.02,68,100,1.01,CN,1657879102
413,baiyin,36.5583,104.2081,63.32,76,100,16.46,CN,1657879103
414,abu dhabi,24.4667,54.3667,109.51,23,28,5.75,AE,1657878935
415,kharp,66.8014,65.8081,69.44,69,98,7.34,RU,1657879103
416,alamogordo,32.8995,-105.9603,78.01,43,0,10.36,US,1657879103
417,lluta,-16.0147,-72.0142,40.95,33,21,2.26,PE,1657879103
418,mackenzie,55.2999,-123.1698,55.62,88,100,3.44,CA,1657879103
419,proletariy,58.4342,31.7046,67.51,51,100,8.28,RU,1657879103
420,hauterive,46.0901,3.4459,77.76,43,1,5.79,FR,1657879103
421,kargil,34.5667,76.1,67.35,33,98,6.98,IN,1657878975
422,gravdal,68.1214,13.5031,50.14,84,100,11.52,NO,1657879103
423,ulverstone,-41.15,146.1667,48.22,82,100,7.54,AU,1657879104
424,hualmay,-11.0964,-77.6139,59.11,86,68,8.41,PE,1657879104
425,evensk,61.95,159.2333,63.21,67,62,8.03,RU,1657879104
426,nampa,43.5407,-116.5635,78.4,55,2,3.44,US,1657879104
427,itarema,-2.9248,-39.9167,76.53,79,21,11.54,BR,1657879104
428,le port,-20.9373,55.2919,80.6,58,43,4.79,RE,1657878883
429,iralaya,15.0,-83.2333,78.42,85,52,8.41,HN,1657879104
430,dingle,10.9995,122.6711,81.45,85,100,1.48,PH,1657879104
431,trelew,-43.249,-65.3051,40.23,93,100,14.25,AR,1657879104
432,marienburg,54.0359,19.0266,67.87,53,50,18.79,PL,1657879052
433,ejura,7.3856,-1.3562,78.46,77,100,7.11,GH,1657879105
434,mabai,23.0128,104.4508,76.17,72,83,4.34,CN,1657879105
435,sistranda,63.7256,8.834,51.76,72,100,14.5,NO,1657879105
436,grootfontein,-19.5667,18.1167,68.0,21,0,17.72,NA,1657879105
437,talnakh,69.4865,88.3972,67.21,49,86,5.06,RU,1657879077
438,candido mendes,-1.4467,-45.7167,73.92,94,12,4.47,BR,1657879106
439,paita,-5.0892,-81.1144,61.45,85,33,13.13,PE,1657879106
440,acari,-15.4311,-74.6158,58.6,78,77,4.83,PE,1657879106
441,trinidad,-14.8333,-64.9,72.55,76,100,4.74,BO,1657879106
442,novovasylivka,46.8315,35.7536,85.21,30,0,6.71,UA,1657879106
443,marystown,47.1666,-55.1483,58.86,100,9,3.22,CA,1657879106
444,charlestown,-32.95,151.6667,53.69,76,0,1.99,AU,1657879107
445,goundam,16.4145,-3.6708,91.92,42,78,14.2,ML,1657879107
446,sao joao batista,-27.2761,-48.8494,69.57,100,100,0.51,BR,1657879107
447,manokwari,-0.8667,134.0833,80.91,75,29,1.79,ID,1657879107
448,passo de camaragibe,-9.2368,-35.4901,71.15,92,9,2.53,BR,1657879107
449,cap malheureux,-19.9842,57.6142,76.46,63,75,8.01,MU,1657879107
450,vestmannaeyjar,63.4427,-20.2734,50.99,81,40,8.05,IS,1657879107
451,tocopilla,-22.092,-70.1979,55.83,57,0,3.56,CL,1657879107
452,shwebo,22.5667,95.7,95.67,44,96,3.58,MM,1657879107
453,northam,51.0333,-4.2167,70.66,66,24,8.75,GB,1657879108
454,kaeo,-35.1,173.7833,49.32,91,100,5.73,NZ,1657879108
455,barinas,8.6226,-70.2075,75.24,88,62,3.44,VE,1657879108
456,buchanan,5.8808,-10.0467,76.64,85,100,7.92,LR,1657879108
457,lata,40.1629,-8.3327,83.07,18,40,7.31,PT,1657879108
458,kaitong,44.8135,123.15,75.69,72,66,11.01,CN,1657879108
459,trairi,-3.2778,-39.2689,75.54,79,18,8.81,BR,1657878921
460,omagh,54.6,-7.3,63.48,70,73,10.27,GB,1657879108
461,la ronge,55.1001,-105.2842,64.62,67,40,6.91,CA,1657879108
462,point pleasant,40.0832,-74.0682,74.97,67,26,3.0,US,1657879109
463,samalkha,29.2333,77.0167,104.27,28,35,12.82,IN,1657879109
464,slupsk,54.4641,17.0287,62.46,65,95,18.68,PL,1657879109
465,roseau,15.3017,-61.3881,80.26,77,26,14.29,DM,1657879109
466,chokurdakh,70.6333,147.9167,64.98,57,100,1.45,RU,1657879109
467,calvinia,-31.4707,19.776,60.84,42,16,8.77,ZA,1657879109
468,sisophon,13.5859,102.9737,87.21,69,84,9.93,KH,1657879109
469,pascagoula,30.3658,-88.5561,75.72,100,100,1.1,US,1657879109
470,paraiso,9.8383,-83.8656,67.06,100,90,4.25,CR,1657879110
471,zhigansk,66.7697,123.3711,66.72,60,100,15.32,RU,1657878817
472,navlya,52.8281,34.4989,69.94,57,82,8.1,RU,1657879110
473,victoria point,-27.5833,153.3,59.18,84,13,1.01,AU,1657879110
474,tchibanga,-2.85,11.0333,77.14,78,75,0.0,GA,1657879110
475,almenara,-16.1836,-40.6944,63.75,89,56,1.92,BR,1657879110
476,gainesville,29.6516,-82.3248,70.92,86,100,0.2,US,1657879110
477,talovaya,51.1144,40.73,77.14,45,28,12.21,RU,1657879110
478,quesnel,52.9999,-122.5029,55.9,100,100,2.3,CA,1657879110
479,dehui,44.5333,125.7,68.38,88,100,13.04,CN,1657879111
480,virginia beach,36.8529,-75.978,78.03,93,100,7.94,US,1657879111
481,devils lake,48.1128,-98.8651,66.31,96,100,6.91,US,1657879111
482,huarmey,-10.0681,-78.1522,60.17,86,35,9.71,PE,1657879111
483,san quintin,30.4833,-115.95,64.72,91,5,8.61,MX,1657879111
484,tamiahua,21.2667,-97.45,74.79,87,71,2.3,MX,1657879111
485,sabang,5.8933,95.3214,83.3,75,30,16.69,ID,1657879111
486,byron bay,-28.65,153.6167,51.94,75,37,7.2,AU,1657879111
487,fagersta,60.0042,15.7932,55.44,46,97,15.23,SE,1657879112
488,onega,63.9061,38.1404,72.77,50,100,5.64,RU,1657879113
489,caravelas,-17.7125,-39.2481,69.85,75,3,4.72,BR,1657879113
490,caxito,-8.5785,13.6643,86.65,46,34,2.37,AO,1657879113
491,kiama,-34.6833,150.8667,55.0,77,1,6.02,AU,1657879113
492,bagdarin,54.4333,113.6,63.95,86,97,4.29,RU,1657879113
493,pochutla,15.7432,-96.4661,75.81,77,100,4.36,MX,1657879113
494,boguchany,58.3814,97.4531,66.99,47,70,3.87,RU,1657879113
495,talugtug,15.7778,120.8111,82.99,81,71,8.52,PH,1657879113
496,junnar,19.2,73.8833,71.35,95,100,15.01,IN,1657879114
497,luang prabang,19.8856,102.1347,94.96,49,40,4.61,LA,1657879114
498,moree,-29.4667,149.85,48.67,64,0,6.51,AU,1657879114
499,labrea,-7.2586,-64.7981,72.34,89,100,1.97,BR,1657879114
500,la joya,18.6667,-99.4667,70.16,87,100,2.71,MX,1657879114
501,anadyr,64.75,177.4833,50.5,87,40,8.95,RU,1657879114
502,ponta delgada,37.7333,-25.6667,72.32,78,40,13.8,PT,1657879104
503,raudeberg,61.9875,5.1352,51.96,77,95,11.54,NO,1657879114
504,petropavlovsk-kamchatskiy,53.0452,158.6483,66.79,73,75,11.18,RU,1657878928
505,las vegas,36.175,-115.1372,83.59,60,100,3.0,US,1657879114
506,kavieng,-2.5744,150.7967,79.45,81,100,11.48,PG,1657879115
507,gorontalo,0.5412,123.0595,74.71,94,100,0.74,ID,1657879115
508,ilulissat,69.2167,-51.1,45.72,52,100,13.51,GL,1657879115
509,hambantota,6.1241,81.1185,93.54,52,20,18.41,LK,1657879115
510,kulhudhuffushi,6.6221,73.07,82.83,80,91,14.47,MV,1657879115
511,kainantu,-6.2887,145.8655,61.59,99,100,1.9,PG,1657879115
512,brae,60.3964,-1.353,52.81,75,95,16.84,GB,1657879115
513,camana,-16.6228,-72.7111,57.4,88,93,9.73,PE,1657879115
514,rognan,67.0953,15.3878,52.75,66,100,6.96,NO,1657879115
515,ilinskiy,55.619,38.1182,74.91,43,40,11.18,RU,1657879116
516,gudalur,9.6833,77.2667,79.05,71,100,11.95,IN,1657879116
517,ojinaga,29.5667,-104.4167,85.41,51,0,11.5,MX,1657879116
518,soyo,-6.1349,12.3689,76.24,70,24,5.39,AO,1657879116
519,normandin,48.8333,-72.5321,55.71,82,13,8.05,CA,1657879116
520,skjervoy,70.0311,20.9714,59.0,89,99,5.06,NO,1657879116
521,svetlogorsk,52.6333,29.7333,63.81,73,100,5.73,BY,1657879116
522,nouadhibou,20.931,-17.0347,71.58,83,3,13.8,MR,1657878952
523,la tuque,47.4334,-72.7824,50.25,100,6,1.14,CA,1657879117
524,baykit,61.67,96.37,58.01,73,99,5.48,RU,1657879117
525,benito juarez,19.385,-99.165,61.0,78,100,3.0,MX,1657879117
526,yumen,40.2833,97.2,76.05,30,97,2.08,CN,1657879117
527,oparino,59.8518,48.2783,73.18,66,100,12.24,RU,1657879117
528,nagato,34.3833,131.2,76.48,88,99,11.65,JP,1657879117
529,deputatskiy,69.3,139.9,66.74,59,89,4.23,RU,1657879117
530,puerto del rosario,28.5004,-13.8627,78.55,61,20,17.27,ES,1657878838
531,kroya,-7.6331,109.2461,79.61,83,67,12.75,ID,1657879117
532,winneba,5.3511,-0.6231,77.22,83,88,10.85,GH,1657879118
533,mwense,-10.3845,28.698,84.43,27,7,7.47,ZM,1657879118
534,kununurra,-15.7667,128.7333,66.18,45,56,0.0,AU,1657879118
535,osypenko,46.9136,36.8253,82.67,36,0,6.2,UA,1657879118
536,luba,3.4568,8.5547,82.29,83,54,10.22,GQ,1657879118
537,sobolevo,54.4299,31.8996,61.18,72,100,9.26,RU,1657879118
538,sisimiut,66.9395,-53.6735,44.35,76,22,8.75,GL,1657879118
539,nicoya,10.1483,-85.452,72.86,93,73,1.03,CR,1657878952
540,lichinga,-13.3128,35.2406,66.29,59,75,9.22,MZ,1657879118
541,berlevag,70.8578,29.0864,73.35,56,40,17.27,NO,1657879118
542,harrisburg,40.2737,-76.8844,66.87,86,0,3.62,US,1657879119
543,racale,39.9631,18.0938,82.98,41,0,9.91,IT,1657879119
544,ostrovnoy,68.0531,39.5131,71.06,55,48,11.3,RU,1657879119
545,kutum,14.2,24.6667,83.95,42,78,3.53,SD,1657879119
546,kletskaya,49.3145,43.0584,83.86,30,0,10.56,RU,1657879119
547,tartagal,-22.5164,-63.8013,56.41,77,52,4.83,AR,1657879119
548,kuching,1.55,110.3333,84.42,79,40,2.3,MY,1657879119
549,port blair,11.6667,92.75,86.04,79,100,9.22,IN,1657879119
550,urumqi,43.801,87.6005,85.15,18,0,8.95,CN,1657879119
551,coahuayana,18.7333,-103.6833,76.08,94,100,3.69,MX,1657879120
552,vega de alatorre,20.0333,-96.6333,76.78,82,100,2.95,MX,1657879120
553,sao caetano de odivelas,-0.75,-48.02,73.33,97,38,5.77,BR,1657879120
554,oriximina,-1.7656,-55.8661,71.78,94,17,2.59,BR,1657879120
555,mandalgovi,45.7625,106.2708,75.43,35,77,14.38,MN,1657879120
556,maniitsoq,65.4167,-52.9,42.78,82,1,7.11,GL,1657879120
557,wembley,-31.9333,115.8,63.09,76,20,10.36,AU,1657879120
558,nemuro,43.3236,145.575,59.07,86,71,10.29,JP,1657879120
559,tikrit,34.6071,43.6782,111.15,10,0,8.75,IQ,1657879121
560,payo,-3.7508,103.6372,76.66,96,100,2.21,ID,1657879121
561,saint-joseph,-21.3667,55.6167,79.18,77,39,11.36,RE,1657879121
562,griffith,41.5284,-87.4237,69.89,92,75,0.0,US,1657879121
563,chitungwiza,-18.0127,31.0756,69.46,25,25,7.92,ZW,1657879121
564,kyra,49.5776,111.9753,68.54,78,97,2.8,RU,1657879121
565,bendigo,-36.7667,144.2833,48.85,51,94,1.99,AU,1657879122
566,riyadh,24.6877,46.7219,107.74,7,83,21.14,SA,1657879031
567,kailua,21.4022,-157.7394,78.21,83,51,5.01,US,1657879122
568,bauchi,10.5,10.0,78.26,71,100,4.14,NG,1657879122
569,broome,42.2506,-75.833,56.68,86,0,1.01,US,1657879122
570,belgrade,44.804,20.4651,89.26,29,0,3.44,RS,1657878830
571,matale,7.4721,80.6234,85.59,53,81,10.76,LK,1657879122
572,bhimunipatnam,17.8833,83.4333,85.51,71,100,11.99,IN,1657879122
573,bandarbeyla,9.4942,50.8122,89.47,50,98,32.3,SO,1657879122
574,los llanos de aridane,28.6585,-17.9182,69.55,86,20,16.11,ES,1657879122
575,chaoyang,41.5703,120.4586,81.95,57,53,11.18,CN,1657879123
576,bukama,-9.2,25.85,87.98,26,67,3.76,CD,1657879123
577,namtsy,62.7161,129.6658,77.83,59,41,4.61,RU,1657879123
578,santa fe,-31.6333,-60.7,54.01,91,95,8.01,AR,1657878861
579,niono,14.2526,-5.993,92.89,38,68,8.55,ML,1657879123
